"presence_id","spacetime_volume_id","place_type","place_name_NL","place_name_FR","description","police_quarter","canton_of_small_claims_court","earliest_begin","latest_begin","earliest_end","latest_end","source","IIIF_manifest","IIIF_image_URI"
4634,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Arsenalstraat","rue de l'arsenal","Ledeberg, van langestraat tot Vanden Heckestraat.",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=675&xywh=-638%2C-1%2C4524%2C2740"
4635,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Arsenaalstraat","rue de l'arsenal","Gentbrugge, van heidestraat tot St. Genoisstraat.",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=675&xywh=-638%2C-1%2C4524%2C2740"
4636,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Arteveldeplaats",,"ziet Van Arteveldeplaats.",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=675&xywh=-638%2C-1%2C4524%2C2740"
4637,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Augustijnenkaai","quai des augustins","van lievestraat tot molenaarsstraat.",3,3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=675&xywh=-638%2C-1%2C4524%2C2740"
4638,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Azaleastraat","rue de l’azalée","van brugschen steenweg tot olijfstraat.",6,3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=675&xywh=-638%2C-1%2C4524%2C2740"
4639,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Baaisteeg","rue de la frise","van zandberg tot vlasmarkt",1,1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=675&xywh=-638%2C-1%2C4524%2C2740"
4640,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Bagattenstraat","rue des baguettes","van nederkouter tot s. Pietersnieuwstraat.",5,2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=675&xywh=-638%2C-1%2C4524%2C2740"
4641,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Baliestraat","rue de la barrière","van kortrijkschen steenweg tot meerschstraat, s. Pieters-Aigem.","H 5",2,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=675&xywh=-638%2C-1%2C4524%2C2740"
4642,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Baljuwstraat","rue du bailli","van kapellaanstraat tot kazemattenstraat.",7,1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=675&xywh=-638%2C-1%2C4524%2C2740"
4643,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Ballenstraat","rue des balles","van kraanlei tot haringsteeg",3,3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=675&xywh=-638%2C-1%2C4524%2C2740"
4644,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Barenstraat","rue aux barres","van spiegelstraat tot bisdomkaai.",1,1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=675&xywh=-638%2C-1%2C4524%2C2740"
4645,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Barrierestraat",,"ziet baliestraat.",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=675&xywh=-638%2C-1%2C4524%2C2740"
4646,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Bassijnplaats","place du bassin","Gentbrugge, van bassijnstraat tot scheldekant.",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=675&xywh=-638%2C-1%2C4524%2C2740"
4647,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Bassijnstraat","rue du bassin","Gentbrugge, van kerkstraat tot bassijnplaats.",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=675&xywh=-638%2C-1%2C4524%2C2740"
4648,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Batterijstraat, b. de brugschepoort","rue de la batterie","van brugschensteenweg tot zuidkaai.",6,3,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=675&xywh=-638%2C-1%2C4524%2C2740"
4649,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Baudeloolei",,"ziet ottogracht.",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=675&xywh=-638%2C-1%2C4524%2C2740"
4650,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Baudeloostraat","rue baudeloo","van vrijdagmarkt tot oudevest.",1,1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=675&xywh=-638%2C-1%2C4524%2C2740"
4651,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Baviaanstraat","rue du babouin","van zaaimansstraat tot fabriekplaats. 33",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=675&xywh=-638%2C-1%2C4524%2C2740"
4652,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Beekstraat","rue du ruisseau","Gentbrugge, van moriaanstraat tot veldstraat.",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=675&xywh=-638%2C-1%2C4524%2C2740"
4653,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Beeldhouwerstraat","rue du sculpteur","s. Amandsberg, van kunststraat tot toekomststraat.",,,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=675&xywh=-638%2C-1%2C4524%2C2740"
4654,,"https://id.erfgoed.net/thesauri/erfgoedtypes/1212","Beestenmarkt (nieuwe)","nouveau marché au bétail","tusschen kasteelboulevard en ’t slachthuis.",7,1,"1902-01-01T00:00:00",,,"1902-12-31T23:59:59","https://www.zotero.org/groups/4391394/items/JMBRW2I2","https://adore.ugent.be/IIIF/manifests/archive.ugent.be:1FD5873E-5142-11EC-BB1E-55C200E43F28","https://lib.ugent.be/viewer/archive.ugent.be%3A1FD5873E-5142-11EC-BB1E-55C200E43F28#?c=&m=&s=&cv=675&xywh=-638%2C-1%2C4524%2C2740"
